meeting_id,venue,wg,topic
RAN1_119,"Orlando, US",RAN WG1,Physical layer protocol aspects
RAN1_118,"Maastricht, Netherlands",RAN WG1,MIMO Evolution for Downlink and Uplink
RAN1_116,"Athens, Greece",RAN WG1,UE features enhancements for Rel-18
RAN1_118,"Maastricht, Netherlands",RAN WG1,AI/ML for NR Air Interface
RAN1_116,"Athens, Greece",RAN WG1,Agenda Item 9.4.1.1: Evaluation assumptions for A-IoT
RAN1_118b,"Hefei, China",RAN1,Physical layer specifications
RAN1_116,"Athens, Greece",RAN WG1,Codebook design for 3-antenna-port UL transmission
RAN1_117,"Changsha, China",RAN WG2,Sidelink Enhancements
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,SRS frequency hopping for positioning enhancements
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,NR-NTN and RedCap/eRedCap UE Support
RAN1_119,"Orlando, US",RAN WG1,Physical Layer Enhancements for NB-IoT
RAN1_117,"Fukuoka City, Fukuoka, Japan",TSG-RAN WG1,Physical Layer Specifications
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Adaptation of common signal and channel transmissions
RAN1_118b,"Hefei, China",RAN WG1,Beam Management UE-Sided Model Functionality Reporting
RAN1_119,"Orlando, US",RAN WG1,NR Physical Layer Enhancements for Rel-19
RAN1_116,"Athens, Greece",RAN WG1,Physical layer protocol specifications
RAN1_118,"Maastricht, NL",RAN WG1,Rel-18 NR Features Finalization
RAN WG1 #118bis,Pearl Function Room (2F) + 3F breakout rooms,RAN WG1,RAN1 Physical Layer Standardization
RAN1_116b,"Changsha, China",RAN WG1,PRS resource ID reporting enhancements
RAN1_118,"Maastricht, NL",RAN WG1,Pre-Rel-18 NR Maintenance
RAN1_118b,"Hefei, China",RAN WG1,Timeline determination for activated TCI states
RAN1_119,"Orlando, US",RAN WG1,SBFD operation and procedures
RAN1_116b,"Changsha, China",RAN WG1,SRS BW Aggregation Impact Analysis
RAN1_116,"Chicago, USA",RAN2,Radio interface protocols
RAN1_118b,"Hefei, China",RAN WG1,On-demand SIB1 for NES
RAN WG1 #118bis,"Online sessions (3F), Offline sessions (3F/2F)",RAN WG1,5G NR Release 18/19 standardization
RAN1_116,"Athens, Greece",RAN WG1,Radio Access Network Specifications
RAN1_116,"Athens, Greece",RAN WG1,UE Features for Other Rel-18 Work Items
RAN1_116,"Athens, Greece",RAN WG1,NR Multicast/Broadcast Services
RAN1_118b,"Hefei, China",RAN WG1,Rel-19 MIMO CSI Enhancements
RAN1_118b,"Hefei, China",RAN WG1,Waveform Characteristics for Ambient IoT
RAN1_116,"Athens, Greece",TSG-RAN WG1,Physical Layer Procedures
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,AI/ML for Air Interface
RAN1_118,"Maastricht, NL",RAN WG1,9.1.2 - AI/ML for NR Positioning
RAN1_119,"Orlando, US",RAN WG1,3GPP TSG RAN WG1 meeting
RAN1_116,"Athens, Greece",RAN WG1,AI/ML-based positioning enhancements
RAN1_116,"Athens, Greece",RAN WG1,Ambient IoT evaluations
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,UL capacity enhancement for NR NTN
RAN1_119,"Orlando, US",RAN WG1,NR-RAN measurement in NTN
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,Rel-18 NR Features Maintenance
RAN1_116b,"Changsha, China",RAN WG1,NR Duplex Evolution and CLI Handling
RAN1_119,"Orlando, USA",TSG-RAN WG1,9.4.1.1 Evaluation methodology for Ambient IoT
RAN1_116,"Athens, Greece",RAN WG1,3-antenna-port codebook enhancements
RAN1_116,"Athens, Greece",RAN WG1,NTN Phase 3 Enhancements
RAN1_119,"Orlando, US",RAN WG1,Physical layer specifications for 5G/NR evolution
RAN1_118,"Maastricht, NL",RAN WG1,AIoT Physical Layer Evaluation
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Enhancements on asymmetric DL sTRP/UL mTRP scenarios
RAN1_117,"Fukuoka City, Japan",TSG-RAN WG1,9.2.2: CSI enhancements for large antenna arrays and CJT
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,Agenda Item 9.10.1: Enhancements for RRM measurements
RAN1_118b,"Hefei, China",RAN WG1,Ambient IoT devices architecture
RAN1_118,"Maastricht, The Netherlands",RAN WG1,NR NTN Phase 3 Core Specifications
RAN1_119,"Orlando, USA",RAN WG1,AI/ML for NR Air Interface
RAN1_118b,"Hefei, China",RAN WG1,AI/ML Model and Data Aspects
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,AI/ML based CSI prediction
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Ambient IoT Evaluation
RAN1_117,"Fukuoka, Japan",RAN WG1,AI-based CSI Prediction Evaluation
RAN1_118,"Maastricht, NL",RAN WG1,Draft Agenda for Rel-18/Rel-19 Work Items
RAN1_118,"Maastricht, Netherlands",RAN WG1,Evolution of NR duplex operation: SBFD
RAN1_116,"Chicago, USA",RAN2,Radio interface architecture
RAN1_116,"Athens, Greece",RAN WG1,MBS Enhancements for Rel-18
RAN1_116,"Athens, Greece",RAN WG1,MAC agreements for SL positioning
RAN1_118b,"Hefei, China",RAN WG1,NTN NR Common TA in Regenerative Payload
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,RAN1 agreements for NR SL-U PHY channel design
RAN1_116b,"Changsha, China",TSG-RAN WG1,AI/ML for NR Air Interface
RAN1_118b,"Hefei, China",RAN WG1,NR-NTN Uplink Capacity Enhancement
RAN1_116b,"Changsha, Hunan Province, CN",RAN WG1,ISAC Channel Modeling
RAN1_116,"Athens, Greece",RAN WG1,3TX Codebook-based Uplink Transmission
RAN1_118,"Maastricht, The Netherlands",TSG-RAN WG1,NR specifications enhancements and corrections
RAN1_119,"Orlando, USA",RAN WG1,NR Protocol Specification Maintenance
RAN1_118,"Maastricht, Netherlands",RAN WG1,LP-WUS and LP-SS Design
RAN1_117,"Fukuoka, Japan",RAN WG1,NR-NTN Solutions
RAN1_118,"Maastricht, The Netherlands",RAN WG1,Physical Layer Specifications
RAN1_118,"Maastricht, Netherlands",RAN WG1,GNSS Enhancements in IoT-NTN
RAN WG1 #118bis,"Hefei, China",RAN WG1,Rel-18 Maintenance and Enhancements
RAN1_118,"Maastricht, Netherlands",RAN WG1,Physical layer procedures for NR
RAN1_119,"Orlando, USA",RAN WG1,Ambient IoT Channel Design
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,Maintenance issue of Rel-18 MIMO
RAN1_116b,"Changsha, China",RAN WG1,NR-NTN Enhancements
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Ambient IoT Evaluations
RAN1_118b,"Hefei, China",RAN2,
RAN1_118b,"Hefei, China",RAN WG1,Physical Layer Aspects of 5G-Advanced
RAN1_119,"Orlando, US",RAN WG1,ISAC Deployment Scenarios
RAN1_116,"Athens, Greece",RAN WG1,Type-1 HARQ-ACK codebook generation for multicast/unicast
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,AIoT UL Receiver Design and CW Waveform
RAN1_116,"Athens, Greece",TSG-RAN WG1,MIMO Enhancement Specifications
RAN1_116b,"Changsha, China",RAN WG1,AIoT Frame Structure and Timing
RAN1_116b,"Changsha, China",RAN WG1,9.8.1: Considerations on the 7-24GHz channel model validation
RAN1_118b,"Hefei, China",TSG-RAN WG1,Physical layer specifications for NR
RAN1_118,"Maastricht, NL",RAN WG1,Agenda Item 9.4.1.2: Ambient IoT device architectures
RAN1_118,"Maastricht, NL",RAN WG1,SRS power control enhancements
RAN1_116,"Athens, Greece",RAN WG1,8.6: Maintenance of Rel-18 Coverage Enhancements
RAN1_118b,"Hefei, China",RAN WG1,ISAC Channel Modelling
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,On-demand SIB1 for idle/inactive mode UEs
RAN1_118b,"Hefei, China",RAN WG1,NR enhancements for XR services
RAN1_119,"Orlando, US",RAN WG1,Downlink coverage enhancement for NR NTN
RAN1_118b,"Hefei, China",RAN WG1,Enabling TX/RX for XR during RRM measurements
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,UCI multiplexing mechanisms
RAN1_116,"Athens, Greece",RAN WG1,Rel-18 RedCap Maintenance
RAN1_116b,"Changsha, China",RAN WG1,Radio Access Network Physical Layer Specifications
RAN1_116,"Chicago, USA",RAN WG2,Rel-18 NR Sidelink Enhancements
RAN1_118,"Maastricht, NL",RAN WG1,Adaptation of Common Signal/Channel Transmissions
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Study on channel modelling for ISAC
RAN1_117,"Fukuoka, Japan",RAN WG1,Rel-18 MBS Protocol Corrections
RAN1_118,"Maastricht, NL",RAN WG1,NR Mobility Enhancements Phase 4
RAN1_118,"Maastricht, Netherlands",RAN WG1,SRS Enhancements for NR Positioning
RAN1_118b,"Hefei, China",RAN WG1,LP-WUS operation enhancements in Connected Mode
RAN1_119,"Orlando, US",RAN WG1,On-Demand SIB1 Enhancements
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,NR MIMO Enhancements (Phase 5)
RAN1_118b,"Hefei, China",RAN WG1,LP-WUS operation in connected modes
RAN1_118,,RAN WG1,PT-RS Power Configuration
RAN1_119,"Orlando, US",RAN WG1,IoT-NTN Uplink Capacity Enhancement
RAN1_119,"Orlando, US",RAN WG1,NTN RedCap/eRedCap UE support
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Rel-19 MIMO Enhancements
RAN1_119,"Orlando, US",RAN WG1,Support of RedCap/eRedCap UEs in NTN FR1
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,On-demand SIB1 for Network Energy Savings
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Ambient IoT Physical Layer Design
RAN1_117,"Fukuoka, Japan",RAN WG1,9.3.3 CLI handling
RAN1_119,"Orlando, US",RAN WG1,Timeline of BW aggregation SRS for positioning
RAN1_118,"Maastricht, NL",RAN WG1,UL Synchronization for IoT NTN
RAN1_118,"Maastricht, NL",RAN WG1,9.4.2.2 - Frame structure and timing aspects for Ambient IoT
RAN1_118b,"Hefei, China",RAN WG1,9.4.2.2 Frame structure and timing aspects for Ambient IoT
RAN1_118,"Maastricht, Netherlands",RAN WG1,Sidelink enhancements for NR
RAN1_117,"Fukuoka, Japan",RAN WG1,Maintenance of resource selection in MAC layer for SL-U
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,L1 intra and inter-frequency measurements for LTM
RAN1_118,"Maastricht, NL",RAN WG1,NR NTN specification enhancements
RAN1_118,"Maastricht, NL",RAN WG1,Enhancement of network energy savings for NR
RAN1_116,"Athens, Greece",RAN WG1,AI-enabled CSI prediction
RAN1_119,"Orlando, Florida, USA",RAN WG1,3GPP TSG-RAN WG1 specifications for NR physical layer
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Rel-18 unified TCI framework enhancements
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,NTN-RedCap Integration
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,LP-WUS in Connected Mode
RAN1_118,"Maastricht, NL",RAN WG1,9.3.2 - SBFD Random Access Operation
RAN1_119,"Orlando, US",RAN WG1,IoT-NTN TDD Mode
RAN1_118,"Maastricht, Netherlands",RAN WG1,Waveform characteristics for Ambient IoT
RAN1_116,"Athens, Greece",RAN WG1,9.10.1: XR Scheduling Enhancements
RAN1_117,"Fukuoka City, Japan",RAN WG1,AI/ML-based CSI Prediction
RAN1_119,"Orlando, Florida, USA",TSG-RAN WG1,Clarification of cell DRX/DTX activation procedures
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,NR-NTN enhancements for RedCap/eRedCap
RAN1_118,"Maastricht, Netherlands",RAN WG1,9.8.1: Validation of channel models for 7–24 GHz
RAN1_117,"Fukuoka, Japan",RAN WG1,NR Duplex Evolution
RAN1_116,"Athens, Greece",RAN WG1,ISAC Channel Model Deployment Scenarios
RAN1_116b,"Changsha, China",RAN WG1,Rel-19 Evolution of NR Duplex Operation
RAN1_119,"Orlando, USA",RAN WG1,9.4.2.1 - Physical layer design for Ambient IoT
RAN1_119,"Orlando, US",RAN WG1,Evaluation of Ambient IoT systems
RAN1_119,"Orlando, US",RAN WG1,CBR range alignment in SL positioning
RAN1_116b,"Changsha, China",RAN WG1,IOT-NTN uplink capacity/throughput enhancement
RAN WG1 #119,"Orlando, US",RAN WG1,Rel-18/19 NR Enhancements
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,ISAC channel modelling
RAN1_117,"Fukuoka City, Japan",RAN WG1,NR Physical Layer Enhancements
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,NR channel modelling enhancements
RAN1_118,Maastricht (NL),RAN WG1,Study on Ambient IoT in NR
RAN1_119,"Orlando, US",RAN WG1,Physical layer procedures
RAN1_118b,"Hefei, China",RAN WG1,Physical Layer Design
RAN1_119,"Orlando, US",RAN WG1,NR Physical Layer Enhancements
RAN1_116b,,,
RAN1_116,"Athens, Greece",RAN WG1,Ambient IoT evaluation assumptions
RAN1_119,"Orlando, US",RAN WG1,Enhancement for asymmetric DL sTRP/UL mTRP scenarios
RAN1_117,"Fukuoka, Japan",RAN WG1,A-IoT Device Architecture
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Rel-19 Ambient IoT Frame Structure and Timing
RAN1_116,"Athens, Greece",RAN WG1,SL Positioning MAC Agreements
RAN1_118b,"Hefei, China",RAN WG1,Rel-19 Multi-carrier Enhancements
RAN1_116,"Athens, GR",RAN WG1,ISAC Channel Modeling
RAN WG1 #118bis,"Hefei, China",RAN WG1,Study on channel modelling enhancements for 7-24GHz for NR
RAN1_118b,China,RAN WG1,CSI Acquisition Enhancements for Type-II Codebooks
RAN1_118,"Maastricht, NL",RAN WG1,Support of RedCap/eRedCap UEs for NR NTN
RAN1_117,"Fukuoka, Japan",RAN WG1,Physical layer specifications
RAN1_116b,"Changsha, China",RAN WG1,38.213 CR discussion on TCI state handling
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,Physical Layer Design for NR-based Ambient IoT
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Discussion on downlink and uplink channel aspects for A-IoT
RAN1_116b,"Athens, GR",RAN4,UL Tx switching enhancements
RAN1_118,"Maastricht, NL",RAN WG1,3GPP TSG-RAN WG1 Meeting #118
RAN1_118,"Maastricht, Netherlands",RAN WG1,9.9.1: NR Mobility Enhancements
RAN1_117,"Fukuoka, Japan",RAN WG1,Study on solutions for Ambient IoT in NR
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,Agenda Item 9.11.1: NR-NTN DL Coverage Enhancement
RAN1_118,"Maastricht, Netherlands",RAN WG1,9.3.1 - SBFD Procedures
RAN1_118,"Maastricht, NL",RAN WG1,Rel-19 NR MIMO Enhancements
RAN1_118b,"Hefei, China",RAN WG1,Network Energy Savings Enhancements
RAN1_119,"Orlando, US",RAN WG1,MIMO CSI Enhancement for Rel-19
RAN1_119,"Orlando, US",RAN WG1,Ambient IoT device architectures
RAN1_119,"Orlando, US",RAN WG1,NR MIMO phase 5 UE features
RAN1_116,"Athens, Greece",RAN WG1,NR MBS Enhancements
RAN1_118b,"Hefei, China",RAN WG1,Downlink and uplink channel aspects for Ambient IoT
RAN1_117,"Fukuoka, Japan",RAN WG1,Rel-17 NTN Specification Gaps
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,AI/ML for CSI Feedback Enhancement
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,NR MIMO Phase 5: 3TX Codebook-Based Uplink
RAN1_118,"Maastricht, NL",RAN WG1,FR2-NTN specification inclusion
RAN1_118b,"Hefei, China",RAN WG1,SRS and PUCCH collision handling in NR
RAN1_119,"Orlando, US",RAN WG1,CSI enhancements
RAN1_116,"Athens, Greece",RAN WG1,Agenda Item 9.4.1.1: Ambient IoT Evaluation
RAN1_118,"Maastricht, NL",RAN WG1,Ambient IoT Evaluation Methodology
RAN1_118b,"Hefei, China",RAN WG1,A-IoT physical layer standardization
RAN1_119,"Orlando, US",RAN WG1,LP-WUS design considerations
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,9.1.3.1 CSI Feedback Enhancement
RAN1_116,"Athens, Greece",RAN WG1,NR NTN Coverage Enhancement
RAN1_119,"Orlando, US",RAN WG1,Rel-19 MIMO Enhancement UE RF Issues
RAN1_118b,"Hefei, China",RAN WG1,Ambient IoT Physical Layer Standardization
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,AI/ML-based CSI prediction
RAN1_116,"Athens, Greece",RAN WG1,MIMO enhancements
RAN1_116b,Changsha,RAN WG1,AI/ML for CSI Compression
RAN1_117,"Fukuoka city, Fukuoka, Japan",RAN WG1,Enhancements of network energy saving
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,CSI Feedback Enhancement for NR
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,Positioning Accuracy Enhancement
RAN1_116,"Chicago, USA",RAN WG2,NR Positioning Enhancements
RAN1_118,"Maastricht, Netherlands",RAN WG1,Rel-18 NES Enhancements
RAN1_119,"Orlando, US",RAN WG1,NR Mobility Enhancement Phase 4
RAN1_116,"Athens, Greece",RAN WG1,Agenda Item 9.4.1.1: Ambient IoT Evaluation Assumptions
RAN1_119,"Orlando, US",RAN WG1,IoT-NTN uplink capacity/throughput enhancement
RAN1_116b,"Changsha, China",RAN WG1,Channel modelling for ISAC
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,NR MIMO Evolution Enhancements
RAN1_118b,"Hefei, China",RAN WG1,NR Mobility Enhancements
RAN1_116b,"Changsha, China",RAN WG1,ISAC Deployment Scenario
RAN1_118b,"Hefei, China",RAN WG1,9.11.1: DL Coverage Enhancements for NR NTN
RAN1_116b,"Changsha, China",RAN WG1,Enhancements for XR during RRM measurements
RAN1_118b,"Hefei, Anhui, China",RAN WG1,CSI enhancements for 5G-Advanced
RAN1_119,"Orlando, USA",RAN WG1,Physical layer procedures for NR enhancements
RAN1_118,"Maastricht, Netherlands",TSG-RAN WG1,CR-Form-v12.3 Draft CHANGE REQUEST 38.214 for Rel-18 Positioning
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Msg3 retransmission timing in NTN
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,SBFD TX/RX Measurement Procedures
RAN1_117,"Fukuoka, Japan",RAN WG2,NR Positioning
RAN1_116,"Athens, Greece",RAN WG1,DL and UL channel/signal aspects for Ambient IoT devices
RAN1_116,"Athens, Greece",RAN WG1,9.1.1
RAN1_116,"Athens, Greece",RAN WG1,Rel-18 Multi-Carrier Enhancements
RAN WG1 #119,"Orlando, US",RAN WG1,Pre-Rel-18 NR maintenance
RAN1_119,"Orlando, US",RAN WG1,LP-WUS Operation in CONNECTED Modes
RAN1_116b,"Athens, GR",RAN WG4,Timing assumptions for cell switch
RAN1_118b,"Hefei, China",RAN WG1,NR NTN Phase 3 Enhancements
RAN1_119,"Orlando, USA",RAN WG1,
RAN1_118b,"Hefei, China",RAN WG1,AI/ML for NR Air Interface and Positioning Enhancements
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,Rel-18 NR Positioning Enhancements
RAN1_118b,"Hefei, China",RAN WG1,Rel-19 CSI enhancements
RAN1_118b,"Hefei, China",RAN WG1,Rel-19 TEI proposals
RAN1_117,"Fukuoka, Japan",RAN WG1,Ambient IoT Channel/Signal Aspects
RAN1_118,"Maastricht, NL",RAN1,Evolution of NR duplex operation
RAN1_116,"Athens, GR",RAN WG1,Physical layer specifications
RAN1_116,"Athens, Greece",RAN WG1,8.10 Coverage enhancement for NR NTN
RAN1_116,"Athens, Greece",RAN WG1,Enhancements for UE-initiated/event-driven beam management
RAN1_118,"Maastricht, NL",RAN WG1,Uplink enhancement for 3Tx UE
RAN1_116,"Athens, GR",RAN WG1,Study on solutions for Ambient IoT in NR
RAN1_116,"Athens, Greece",RAN WG1,NR Duplex Enhancement
RAN1_118,"Maastricht, NL",RAN WG1,LP-WUS operation in CONNECTED modes
RAN1_118,"Maastricht, Netherlands",RAN WG1,9.2.1 - NR MIMO Enhancements
RAN1_118b,"Hefei, China",RAN WG1,L1/L2-Triggered Mobility Enhancements
RAN1_116,"Athens, Greece",RAN WG1,3GPP NR Physical Layer Enhancements
RAN1_116,"Athens, Greece",RAN WG1,Satellite Switch with Resync
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,SBFD random access operation
RAN1_116,"Athens, Greece",RAN WG1,Agenda Item 5: NR_NTN_enh-Core (Satellite switch synchronization)
RAN1_117,"Fukuoka, Japan",RAN,NR over NTN Operation
RAN1_119,"Orlando, Florida, USA",RAN WG1,Rel-18 NR Positioning Enhancements
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,"May 20th – 24th, 2024 meeting agenda items"
RAN1_117,"Fukuoka, Japan",RAN WG1,AIoT Channel/Signal Design
RAN1_116b,"Changsha, China",RAN WG1,SBFD Procedures
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,5G NR Physical Layer Specifications
RAN1_119,"Orlando, United States",RAN WG1,Link Adaptation Enhancements
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,LP-WUS standardization
RAN1_118b,"Hefei, China",RAN WG1,Ambient IoT Solutions in NR
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,NR MIMO Enhancements
RAN1_116b,"Changsha, Hunan, China",RAN WG1,NR Sidelink Enhancement Work Item
RAN1_119,"Orlando, FL, USA",RAN WG1,DL Coverage Enhancements for NR NTN
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,Maintenance on Expanded and Improved NR Positioning
RAN1_118,"Maastricht, NL",RAN WG1,Study on channel modelling for ISAC
RAN1_118b,"Hefei, China",RAN WG1,Ambient IoT evaluation results
RAN1_119,"Orlando, US",RAN WG1,Study on waveform characteristics for Ambient IoT
RAN1_116,"Athens, Greece",RAN WG1,9.1.3.1 - CSI prediction
RAN1_118b,"Hefei, China",RAN WG1,LP-WUS and LP-SS design
RAN1_117,"Fukuoka, Japan",RAN WG1,Rel-18 NR enhancements
RAN1_116,Greece,TSG-RAN WG1,NR-NTN Enhancements
RAN1_118b,"Hefei, China",RAN WG1,NR MBS enhancements
RAN1_116,"Athens, Greece",RAN1,TA validation for LPHAP
RAN1_118,"Maastricht, NL",RAN WG1,NR FeMIMO Enhancements
RAN1_117,"Fukuoka, Japan",RAN WG1,Channel Modelling for ISAC
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,RAN1 Parameter List Clarifications
RAN1_117,"Fukuoka, Japan",RAN WG1,Discussion on reference point for SSB-TimeOffset
RAN1_118b,"Hefei, China",RAN WG1,LP-WUS and power-saving enhancements
RAN1_118,"Maastricht, NL",RAN WG1,Rel-18 MIMO Enhancements
RAN1_118,"Maastricht, NL",RAN WG1,AI/ML-based positioning specifications
RAN WG1 #119,"Orlando, US",RAN WG1,Rel-19 NTN Enhancements
RAN1_119,"Orlando, US",RAN WG1,Measurements related enhancements for LTM
RAN1_117,"Fukuoka, Japan",RAN WG1,A-IoT Channel/Signal Design
RAN1_117,"Fukuoka, Japan",RAN WG1,AI/ML for NR Air Interface Study
RAN1_119,"Orlando, US",RAN WG1,Channel model enhancements for higher frequency ranges
RAN1_119,"Orlando, USA",RAN WG2,Ambient IoT Standardization
RAN1_117,"Fukuoka, Japan",RAN WG1,Physical Layer Specifications
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,NR NTN DL Coverage Enhancement
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Discussion on R18 (e)RedCap remaining issues
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Evolution of NR duplex operation
RAN1_119,"Orlando, US",RAN WG1,Physical layer aspects of 5G-Advanced and 6G technologies
RAN1_119,"Orlando, US",RAN WG1,Rel-19 UE-initiated/event-driven beam management
RAN WG1 #119,"Orlando, US",RAN WG1,Study on channel modelling for ISAC for NR
RAN WG1 #118bis,"Hefei, China",RAN WG1,Study on solutions for Ambient IoT in NR
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,Physical Layer Specifications Discussion
RAN1_118,"Maastricht, Netherlands",RAN WG1,MBS Physical Layer Enhancements
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,AIoT Frame Structure and Timing
RAN1_118b,"Hefei, China",RAN WG1,9.2.1 UE-initiated/event-driven beam management
RAN1_118b,"Hefei, China",RAN WG1,Agenda Item 5: R18 LTM UE features
RAN1_118,"Maastricht, NL",RAN WG1,Radio Access Network Specifications
RAN1_118,"Maastricht, Netherlands",RAN WG1,ISAC Deployment Scenarios
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,Agenda Item 9.4.2.1: Ambient IoT Physical Layer Design
RAN1_116b,"Changsha, China",RAN WG1,Agenda Item 5: NR Positioning Parameters
RAN1_116b,"Changsha, China",RAN WG1,Ambient IoT Device Architectures
RAN1_116,"Athens, Greece",RAN WG1,9.2.4: Enhancements for asymmetric DL sTRP/UL mTRP scenarios
RAN1_116,"Chicago, USA",RAN WG3,NR Positioning Architecture
RAN1_116,"Athens, Greece",RAN WG1,NR duplex evolution: Sub-band Full Duplex (SBFD)
RAN1_117,"Fukuoka, Japan",RAN WG1,Frame structure and timing aspects for Ambient IoT
RAN1_116,"Athens, Greece",RAN WG1,Positioning Enhancements for RedCap UEs
RAN1_117,"Fukuoka, Japan",RAN WG1,Adaptation of Common Signal Channel Transmissions
RAN1_119,"Orlando, US",RAN WG1,NR-NTN uplink enhancements
RAN1_116,"Athens, Greece",RAN WG1,NR SL Evolution Maintenance
RAN1_116b,"Changsha, China",RAN WG1,9.11.1 Downlink Coverage Enhancements for NR NTN
RAN1_118,"Maastricht, NL",RAN WG1,Ambient IoT evaluations
RAN1_118,"Maastricht, Netherlands",RAN WG1,Ambient IoT Evaluation Framework
RAN1_116,"Athens, Greece",RAN WG1,Physical layer specifications for NR and LTE
RAN1_116,"Athens, Greece",TSG-RAN WG1,Physical layer protocol development
RAN1_118,"Maastricht, NL",RAN WG1,Application time of cell DRX for NR NTN
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,Physical layer specifications for NR enhancements
RAN1_118b,"Hefei, China",RAN WG1,Channel model enhancements for 7-24GHz
RAN1_118,"Maastricht, Netherlands",RAN WG1,IoT-NTN Uplink Capacity Enhancement
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,NR duplex evolution - SBFD enhancements
RAN1_117,"Fukuoka, Japan",RAN WG1,NR-NTN Specification Updates
RAN1_117,"Changsha, China",RAN WG4,Rel-18 UE Feature List Finalization
RAN1_119,"Orlando, US",RAN WG1,Beam Management Enhancements
RAN1_119,"Orlando, USA",RAN WG1,5G Advanced Channel Modeling
RAN1_116b,"Changsha, China",RAN WG1,Maintenance on Rel-18 NR NTN
RAN1_118b,"Hefei, China",RAN WG1,Rel-19 Network Energy Saving
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Rel-18 Multi-Carrier Enhancements
RAN1_118b,"Hefei, China",RAN WG1,Physical Layer Enhancements
RAN1_116b,"Xiamen, China",RAN WG1,Enhancements of network energy savings for NR
RAN1_116b,"Changsha, China",TSG-RAN WG1,Channel model validation and enhancements for FR3
RAN1_118b,"Hefei, China",RAN WG1,Duplex operation enhancements for SBFD
RAN1_117,"Fukuoka City, Japan",RAN WG1,NR Small Data Transmission in INACTIVE State
RAN1_116,"Athens, Greece",TSG-RAN WG1,NR Positioning Enhancements
RAN1_118,"Fukuoka, Japan",RAN WG3,AI-ML Terminology Definitions
RAN1_117,"Fukuoka City, Fukuoka, JP",RAN WG1,Ambient IoT Physical Layer Design
